,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,,44,45,46,47,48,49,50,51,52,53,54,55,56,57,,,,,,,,,,,,
No.,TYPE,AISC_MANUAL_LABEL,EDI_STD_NOMENCLATURE,Perfil Base-1,Perfil Base-2,IMCA-01,IMCA-02,AHMSA,Disp.,No.,T_F,BF_2TF,B_T,H_TW,H_T,D_T,H,TAN_ALPHA,QS,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,RX,RY,RZ,RO,A,Aw,WNO,ZX,SX,ZY,SY,C,QF,QW,IX,IY,J,SW,CW,W,Disp. 01,Disp. 02,Disp. 03,Disp. 04,Disp. 05,Disp. 06,Cntc 01,Cntc 02,Cntc 03,Cntc 04,Cntc 05,Cntc 06
42,W,W36X245*,W36X245*,,,914 X 635.2,IR914X635.2,,"(,,,,,)",42,,6.11,0.00,38.8,0.00,0.00,0.00,0.00,0.00,36.06,0,0,16.50,0,0,0.799,1.350,0,0,0.00,2.520,2.519685037,1.456692912,0.00,0.00,0.00,0.00,0.00,15.00,3.74,0.00,0.00,72.11,28.8,,995.65,894.97,189.06,123.02,0.00,,,16099.9,1010.0,32.988,,304343.7,245.0,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
43,W,W36X260*,W36X260*,,,914 X 387.4,IR914X387.4,,"(,,,,,)",43,,5.74,0.00,37.1,0.00,0.00,0.00,0.00,0.00,36.26,0,0,16.54,0,0,0.839,1.441,0,0,0.00,2.559,2.559055116,1.496062991,0.00,0.00,0.00,0.00,0.00,15.00,3.78,0.00,0.00,76.51,30.4,,1063.18,953.01,202.86,131.99,0.00,,,17299.9,1090.0,39.826,,329088.6,260.0,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
44,W,W36X231,W36X231,,,,,IPR36X16-1/2X231,"(,,,,,)",44,F,6.54,0.00,42.2,0.00,0.00,0.00,0.00,0.00,36.5,0,0,16.5,0,0,0.760,1.26,0,0,0.00,2.21,2.5625,1.5625,0.00,0.00,0.00,0.00,0.00,15.1,3.71,0.00,0.00,68.1,27.7,145,963,854,176,114,0.00,175,476,15600,940,28.7,756,292000,230,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
45,W,W36X256,W36X256,,,,,IPR36X12X256,"(,,Vllcro,,,)",45,F,3.53,0.00,33.8,0.00,0.00,0.00,0.00,0.00,37.4,0,0,12.2,0,0,0.960,1.73,0,0,0.00,2.48,2.625,1.3125,0.00,0.00,0.00,0.00,0.00,14.9,2.65,0.00,0.00,75.4,35.9,109,1040,895,137,86.5,0.00,174,516,16800,528,52.9,576,168000,256,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
46,W,W36X232,W36X232,,,,,IPR36X12X232,"(,,Vllcro,,,)",46,F,3.86,0.00,37.3,0.00,0.00,0.00,0.00,0.00,37.1,0,0,12.1,0,0,0.870,1.57,0,0,0.00,2.32,2.4375,1.25,0.00,0.00,0.00,0.00,0.00,14.8,2.62,0.00,0.00,68.1,32.3,108,936,809,122,77.2,0.00,157,464,15000,468,39.6,512,148000,232,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
47,W,W36X220*,W36X220*,,,914 X 342.4,IR914X342.4,,"(,,,,,)",47,,6.53,0.00,41.0,0.00,0.00,0.00,0.00,0.00,35.91,0,0,16.46,0,0,0.760,1.260,0,0,0.00,2.362,2.362204722,1.456692912,0.00,0.00,0.00,0.00,0.00,14.88,3.74,0.00,0.00,67.61,27.3,,930.04,837.00,175.42,113.99,0.00,,,14999.9,940.0,27.005,,280821.7,220.0,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
48,W,W36X210,W36X210,,,914 X 313.0,IR914X313.0,IPR36X12X210,"(,Grdu,Vllcro,,,)",48,F,4.48,0.00,39.1,0.00,0.00,0.00,0.00,0.00,36.7,0,0,12.2,0,0,0.830,1.36,0,0,0.00,2.11,2.3125,1.25,0.00,0.00,0.00,0.00,0.00,14.6,2.58,0.00,0.00,61.8,30.5,108,833,719,107,67.5,0.00,136,412,13200,411,28.0,446,128000,210,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
49,W,W36X194,W36X194,,,914 X 288.7,IR914X288.7,IPR36X12X194,"(,Grdu,Vllcro,,,)",49,F,4.81,0.00,42.4,0.00,0.00,0.00,0.00,0.00,36.5,0,0,12.1,0,0,0.765,1.26,0,0,0.00,2.01,2.1875,1.1875,0.00,0.00,0.00,0.00,0.00,14.6,2.56,0.00,0.00,57.0,27.9,107,767,664,97.7,61.9,0.00,126,379,12100,375,22.2,407,116000,194,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
50,W,W36X182,W36X182,,,914 X 271.5,IR914X271.5,IPR36X12X182,"(,Grdu,Vllcro,,,)",50,F,5.12,0.00,44.8,0.00,0.00,0.00,0.00,0.00,36.3,0,0,12.1,0,0,0.725,1.18,0,0,0.00,1.93,2.125,1.1875,0.00,0.00,0.00,0.00,0.00,14.5,2.55,0.00,0.00,53.6,26.3,106,718,623,90.7,57.6,0.00,118,355,11300,347,18.5,378,107000,182,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
51,W,W36X170,W36X170,,,914 X 253.2,IR914X253.2,IPR36X12X170,"(,Grdu,Vllcro,,,)",51,F,5.47,0.00,47.7,0.00,0.00,0.00,0.00,0.00,36.2,0,0,12.0,0,0,0.680,1.10,0,0,0.00,1.85,2,1.1875,0.00,0.00,0.00,0.00,0.00,14.5,2.53,0.00,0.00,50.1,24.6,105,668,581,83.8,53.2,0.00,109,330,10500,320,15.1,349,98500,170,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
52,W,W36X160,W36X160,,,914 X 238.0,IR914X238.0,IPR36X12X160,"(,Grdu,Vllcro,,,)",52,F,5.88,0.00,49.9,0.00,0.00,0.00,0.00,0.00,36.0,0,0,12.0,0,0,0.650,1.02,0,0,0.00,1.77,1.9375,1.125,0.00,0.00,0.00,0.00,0.00,14.4,2.50,0.00,0.00,47.0,23.4,105,624,542,77.3,49.1,0.00,101,308,9760,295,12.4,321,90200,160,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
53,W,W36X150,W36X150,,,914 X 223.9,IR914X223.9,IPR36X12X150,"(,Grdu,Vllcro,,,)",53,F,6.37,0.00,51.9,0.00,0.00,0.00,0.00,0.00,35.9,0,0,12.0,0,0,0.625,0.940,0,0,0.00,1.69,1.875,1.125,0.00,0.00,0.00,0.00,0.00,14.3,2.47,0.00,0.00,44.2,22.4,105,581,504,70.9,45.1,0.00,93.1,287,9040,270,10.1,294,82200,150,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
54,W,W36X135,W36X135,,,914 X 201.1,IR914X201.1,IPR36X12X135,"(,Grdu,Vllcro,,,)",54,F,7.56,0.00,54.1,0.00,0.00,0.00,0.00,0.00,35.6,0,0,12.0,0,0,0.600,0.790,0,0,0.00,1.54,1.6875,1.125,0.00,0.00,0.00,0.00,0.00,14.0,2.38,0.00,0.00,39.7,21.4,104,509,439,59.7,37.7,0.00,77.9,251,7800,225,7.00,245,68100,135,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
55,W,W33X387,W33X387,,,,,IPR33X15-3/4X387,"(,,Vllcro,,,)",55,T,3.55,0.00,23.7,0.00,0.00,0.00,0.00,0.00,36.0,0,0,16.2,0,0,1.26,2.28,0,0,0.00,3.07,3.1875,1.4375,0.00,0.00,0.00,0.00,0.00,14.6,3.77,0.00,0.00,114,45.4,137,1560,1350,312,200,0.00,287,778,24300,1620,148,1260,459000,387,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
56,W,W33X354,W33X354,,,,,IPR33X15-3/4X354,"(,,Vllcro,,,)",56,T,3.85,0.00,25.7,0.00,0.00,0.00,0.00,0.00,35.6,0,0,16.1,0,0,1.16,2.09,0,0,0.00,2.88,2.9375,1.375,0.00,0.00,0.00,0.00,0.00,14.5,3.74,0.00,0.00,104,41.3,135,1420,1240,282,181,0.00,262,707,22000,1460,115,1130,408000,354,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
57,W,W33X318,W33X318,,,,,IPR33X15-3/4X318,"(,,Vllcro,,,)",57,T,4.23,0.00,28.7,0.00,0.00,0.00,0.00,0.00,35.2,0,0,16.0,0,0,1.04,1.89,0,0,0.00,2.68,2.75,1.3125,0.00,0.00,0.00,0.00,0.00,14.5,3.71,0.00,0.00,93.6,36.6,133,1270,1110,250,161,0.00,235,632,19500,1290,84.4,1010,357000,318,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
58,W,W33X291,W33X291,,,,,IPR33X15-3/4X291,"(,,Vllcro,,,)",58,F,4.60,0.00,31.0,0.00,0.00,0.00,0.00,0.00,34.8,0,0,15.9,0,0,0.960,1.73,0,0,0.00,2.52,2.625,1.3125,0.00,0.00,0.00,0.00,0.00,14.4,3.68,0.00,0.00,85.7,33.4,131,1160,1020,226,146,0.00,214,573,17700,1160,65.1,904,319000,291,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
59,W,W33X263,W33X263,,,,,IPR33X15-3/4X263,"(,,Vllcro,,,)",59,F,5.03,0.00,34.3,0.00,0.00,0.00,0.00,0.00,34.5,0,0,15.8,0,0,0.870,1.57,0,0,0.00,2.36,2.4375,1.25,0.00,0.00,0.00,0.00,0.00,14.3,3.66,0.00,0.00,77.5,30.0,130,1040,919,202,131,0.00,193,515,15900,1040,48.7,807,281000,263,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
60,W,W33X241,W33X241,,,838 X 241,IR838X241,IPR33X15-3/4X241,"(,,Vllcro,,,)",60,F,5.66,0.00,35.9,0.00,0.00,0.00,0.00,0.00,34.2,0,0,15.9,0,0,0.830,1.40,0,0,0.00,2.19,2.25,1.25,0.00,0.00,0.00,0.00,0.00,14.1,3.62,0.00,0.00,71.0,28.4,130,940,831,182,118,0.00,173,467,14200,933,36.2,726,251000,241,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
61,W,W33X221,W33X221,,,838 X 329.2,IR838X329.2,IPR33X15-3/4X221,"(,,Vllcro,,,)",61,F,6.20,0.00,38.5,0.00,0.00,0.00,0.00,0.00,33.9,0,0,15.8,0,0,0.775,1.28,0,0,0.00,2.06,2.125,1.1875,0.00,0.00,0.00,0.00,0.00,14.1,3.59,0.00,0.00,65.2,26.3,129,857,759,164,106,0.00,156,423,12900,840,27.8,647,224000,221,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
62,W,W33X201,W33X201,,,838 X 299.3,IR838X299.3,IPR33X15-3/4X201,"(,,Vllcro,,,)",62,F,6.85,0.00,41.7,0.00,0.00,0.00,0.00,0.00,33.7,0,0,15.7,0,0,0.715,1.15,0,0,0.00,1.94,2,1.1875,0.00,0.00,0.00,0.00,0.00,14.0,3.56,0.00,0.00,59.2,24.1,128,773,686,147,95.2,0.00,140,382,11600,749,20.8,577,198000,201,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
63,W,W33X169,W33X169,,,838 X 251.0,IR838X251.0,IPR33X11-1/2X169,"(,Grdu,Vllcro,,,)",63,F,4.71,0.00,44.7,0.00,0.00,0.00,0.00,0.00,33.8,0,0,11.5,0,0,0.670,1.22,0,0,0.00,1.92,2.125,1.1875,0.00,0.00,0.00,0.00,0.00,13.7,2.50,0.00,0.00,49.5,22.6,93.7,629,549,84.4,53.9,0.00,108,311,9290,310,17.7,329,82400,169,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
64,W,W33X152,W33X152,,,838 X 226.4,IR838X226.4,IPR33X11-1/2X152,"(,Grdu,Vllcro,,,)",64,F,5.48,0.00,47.2,0.00,0.00,0.00,0.00,0.00,33.5,0,0,11.6,0,0,0.635,1.06,0,0,0.00,1.76,1.9375,1.125,0.00,0.00,0.00,0.00,0.00,13.5,2.47,0.00,0.00,44.8,21.3,94.1,559,487,73.9,47.2,0.00,94.3,278,8160,273,12.4,289,71700,152,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
65,W,W33X141,W33X141,,,833 X 210.7,IR833X210.7,IPR33X11-1/2X141,"(,Grdu,Vllcro,,,)",65,F,6.01,0.00,49.6,0.00,0.00,0.00,0.00,0.00,33.3,0,0,11.5,0,0,0.605,0.960,0,0,0.00,1.66,1.8125,1.125,0.00,0.00,0.00,0.00,0.00,13.4,2.43,0.00,0.00,41.6,20.1,93.0,514,448,66.9,42.7,0.00,84.6,253,7450,246,9.70,257,64400,141,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
66,W,W33X130,W33X130,,,838 X 194.0,IR838X194.0,IPR33X11-1/2X130,"(,Grdu,Vllcro,,,)",66,F,6.73,0.00,51.7,0.00,0.00,0.00,0.00,0.00,33.1,0,0,11.5,0,0,0.580,0.855,0,0,0.00,1.56,1.75,1.125,0.00,0.00,0.00,0.00,0.00,13.2,2.39,0.00,0.00,38.3,19.2,92.7,467,406,59.5,37.9,0.00,75.3,230,6710,218,7.37,228,56600,130,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
67,W,W33X118,W33X118,,,838 X 175.7,IR838X175.7,IPR33X11-1/2X118,"(,Grdu,Vllcro,,,)",67,F,7.76,0.00,54.5,0.00,0.00,0.00,0.00,0.00,32.9,0,0,11.5,0,0,0.550,0.740,0,0,0.00,1.44,1.625,1.125,0.00,0.00,0.00,0.00,0.00,13.0,2.32,0.00,0.00,34.7,18.1,92.5,415,359,51.3,32.6,0.00,65.1,205,5900,187,5.30,197,48300,118,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
68,W,W30X391,W30X391,,,,,IPR30X15X391,"(,,Vllcro,,,)",68,T,3.19,0.00,19.7,0.00,0.00,0.00,0.00,0.00,33.2,0,0,15.6,0,0,1.36,2.44,0,0,0.00,3.23,3.375,1.5,0.00,0.00,0.00,0.00,0.00,13.4,3.67,0.00,0.00,115,45.2,120,1450,1250,310,198,0.00,267,722,20700,1550,173,1140,366000,391,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
69,W,W30X357,W30X357,,,,,IPR30X15X357,"(,,Vllcro,,,)",69,T,3.45,0.00,21.6,0.00,0.00,0.00,0.00,0.00,32.8,0,0,15.5,0,0,1.24,2.24,0,0,0.00,3.03,3.125,1.4375,0.00,0.00,0.00,0.00,0.00,13.3,3.64,0.00,0.00,105,40.7,118,1320,1140,279,179,0.00,244,655,18700,1390,134,1030,324000,357,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
70,W,W30X326,W30X326,,,,,IPR30X15X326,"(,,Vllcro,,,)",70,T,3.75,0.00,23.4,0.00,0.00,0.00,0.00,0.00,32.4,0,0,15.4,0,0,1.14,2.05,0,0,0.00,2.84,2.9375,1.375,0.00,0.00,0.00,0.00,0.00,13.2,3.60,0.00,0.00,95.8,36.9,117,1190,1040,252,162,0.00,222,593,16800,1240,103,922,287000,326,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
71,W,W30X292,W30X292,,,,,IPR30X15X292,"(,,Vllcro,,,)",71,T,4.12,0.00,26.2,0.00,0.00,0.00,0.00,0.00,32.0,0,0,15.3,0,0,1.02,1.85,0,0,0.00,2.64,2.75,1.3125,0.00,0.00,0.00,0.00,0.00,13.2,3.58,0.00,0.00,85.9,32.6,115,1060,930,223,144,0.00,199,529,14900,1100,75.2,816,250000,292,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
72,W,W30X261,W30X261,,,,,IPR30X15X261,"(,,Vllcro,,,)",72,F,4.59,0.00,28.7,0.00,0.00,0.00,0.00,0.00,31.6,0,0,15.2,0,0,0.930,1.65,0,0,0.00,2.44,2.5625,1.3125,0.00,0.00,0.00,0.00,0.00,13.1,3.53,0.00,0.00,76.9,29.4,114,943,829,196,127,0.00,176,469,13100,959,54.1,714,215000,261,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
73,W,W30X235,W30X235,,,,,IPR30X15X235,"(,,Vllcro,,,)",73,F,5.02,0.00,32.2,0.00,0.00,0.00,0.00,0.00,31.3,0,0,15.1,0,0,0.830,1.50,0,0,0.00,2.29,2.375,1.25,0.00,0.00,0.00,0.00,0.00,13.0,3.51,0.00,0.00,69.2,26.0,112,847,748,175,114,0.00,159,421,11700,855,40.3,637,190000,235,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
74,W,W30X211,W30X211,,,762 X 314.0,IR762X314.0,IPR30X15X211,"(,,Vllcro,,,)",74,F,5.74,0.00,34.5,0.00,0.00,0.00,0.00,0.00,30.9,0,0,15.1,0,0,0.775,1.32,0,0,0.00,2.10,2.25,1.1875,0.00,0.00,0.00,0.00,0.00,12.9,3.49,0.00,0.00,62.2,23.9,112,751,665,155,100,0.00,140,372,10300,757,28.4,556,166000,211,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
75,W,W30X191,W30X191,,,762 X 284.1,IR762X284.1,IPR30X15X191,"(,,Vllcro,,,)",75,F,6.35,0.00,37.7,0.00,0.00,0.00,0.00,0.00,30.7,0,0,15.0,0,0,0.710,1.19,0,0,0.00,1.97,2.0625,1.1875,0.00,0.00,0.00,0.00,0.00,12.8,3.46,0.00,0.00,56.3,21.8,111,675,600,138,89.5,0.00,125,335,9200,673,21.0,494,146000,191,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
76,W,W30X173,W30X173,,,762 X 257.3,IR762X257.3,IPR30X15X173,"(,,Vllcro,,,)",76,F,7.04,0.00,40.8,0.00,0.00,0.00,0.00,0.00,30.4,0,0,15.0,0,0,0.655,1.07,0,0,0.00,1.85,2,1.125,0.00,0.00,0.00,0.00,0.00,12.7,3.42,0.00,0.00,51.0,19.9,110,607,541,123,79.8,0.00,113,301,8230,598,15.6,441,129000,173,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
77,W,W30X148,W30X148,,,762 X 220.0,IR762X220.0,IPR30X10-1/2X148,"(,Grdu,Vllcro,,,)",77,F,4.44,0.00,41.6,0.00,0.00,0.00,0.00,0.00,30.7,0,0,10.5,0,0,0.650,1.18,0,0,0.00,1.83,2.0625,1.125,0.00,0.00,0.00,0.00,0.00,12.4,2.28,0.00,0.00,43.5,20.0,77.5,500,436,68.0,43.3,0.00,85.8,248,6680,227,14.5,240,49400,148,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
78,W,W30X132,W30X132,,,762 X 197.0,IR762X197.0,IPR30X10-1/2X132,"(,Grdu,Vllcro,,,)",78,F,5.27,0.00,43.9,0.00,0.00,0.00,0.00,0.00,30.3,0,0,10.5,0,0,0.615,1.00,0,0,0.00,1.65,1.875,1.125,0.00,0.00,0.00,0.00,0.00,12.2,2.25,0.00,0.00,38.9,18.6,76.9,437,380,58.4,37.2,0.00,72.4,215,5770,196,9.72,202,42100,132,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
79,W,W30X124,W30X124,,,762 X 184.9,IR762X184.9,IPR30X10-1/2X124,"(,Grdu,Vllcro,,,)",79,F,5.65,0.00,46.2,0.00,0.00,0.00,0.00,0.00,30.2,0,0,10.5,0,0,0.585,0.930,0,0,0.00,1.58,1.8125,1.125,0.00,0.00,0.00,0.00,0.00,12.1,2.23,0.00,0.00,36.5,17.7,76.8,408,355,54.0,34.4,0.00,67.5,202,5360,181,7.99,188,38600,124,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
80,W,W30X116,W30X116,,,762 X 173.2,IR762X173.2,IPR30X10-1/2X116,"(,Grdu,Vllcro,,,)",80,F,6.17,0.00,47.8,0.00,0.00,0.00,0.00,0.00,30.0,0,0,10.5,0,0,0.565,0.850,0,0,0.00,1.50,1.75,1.125,0.00,0.00,0.00,0.00,0.00,12.0,2.19,0.00,0.00,34.2,17.0,76.5,378,329,49.2,31.3,0.00,61.5,187,4930,164,6.43,171,34900,116,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
81,W,W30X108,W30X108,,,762 X 160.5,IR762X160.5,IPR30X10-1/2X108,"(,Grdu,Vllcro,,,)",81,F,6.89,0.00,49.6,0.00,0.00,0.00,0.00,0.00,29.8,0,0,10.5,0,0,0.545,0.760,0,0,0.00,1.41,1.6875,1.125,0.00,0.00,0.00,0.00,0.00,11.9,2.15,0.00,0.00,31.7,16.2,76.2,346,299,43.9,27.9,0.00,54.9,170,4470,146,4.99,152,30900,108,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
82,W,W30X99,W30X99,,,762 X 147.4,IR762X147.4,IPR30X10-1/2X99,"(,Grdu,Vllcro,,,)",82,F,7.80,0.00,51.9,0.00,0.00,0.00,0.00,0.00,29.7,0,0,10.5,0,0,0.520,0.670,0,0,0.00,1.32,1.5625,1.0625,0.00,0.00,0.00,0.00,0.00,11.7,2.10,0.00,0.00,29.1,15.4,76.2,312,269,38.6,24.5,0.00,48.5,154,3990,128,3.77,134,26800,99.0,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
83,W,W30X90,W30X90,,,762 X 134.0,IR762X134.0,IPR30X10-1/2X90,"(,Grdu,Vllcro,,,)",83,F,8.52,0.00,57.5,0.00,0.00,0.00,0.00,0.00,29.5,0,0,10.4,0,0,0.470,0.610,0,0,0.00,1.26,1.5,1.0625,0.00,0.00,0.00,0.00,0.00,11.7,2.09,0.00,0.00,26.4,13.9,75.1,283,245,34.7,22.1,0.00,43.7,139,3610,115,2.84,119,24000,90.0,,Grdu,Vllcro,,,,"(,","(,Grdu,","(,Grdu,Vllcro,","(,Grdu,Vllcro,,","(,Grdu,Vllcro,,,","(,Grdu,Vllcro,,,)"
84,W,W27X539,W27X539,,,,,,"(,,,,,)",84,T,2.15,0.00,12.1,0.00,0.00,0.00,0.00,0.00,32.5,0,0,15.3,0,0,1.97,3.54,0,0,0.00,4.33,4.4375,1.8125,0.00,0.00,0.00,0.00,0.00,12.7,3.65,0.00,0.00,159,64.0,111,1890,1570,437,277,0.00,342,943,25600,2110,496,1500,443000,539,,,,,,,"(,","(,,","(,,,","(,,,,","(,,,,,","(,,,,,)"
85,W,W27X368,W27X368,,,,,IPR27X14X368,"(,,Vllcro,,,)",85,T,2.96,0.00,17.3,0.00,0.00,0.00,0.00,0.00,30.4,0,0,14.7,0,0,1.38,2.48,0,0,0.00,3.27,3.375,1.5,0.00,0.00,0.00,0.00,0.00,12.2,3.48,0.00,0.00,108,42.0,103,1240,1060,279,179,0.00,231,621,16200,1310,170,935,255000,368,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
86,W,W27X336,W27X336,,,,,IPR27X14X336,"(,,Vllcro,,,)",86,T,3.19,0.00,18.9,0.00,0.00,0.00,0.00,0.00,30.0,0,0,14.6,0,0,1.26,2.28,0,0,0.00,3.07,3.1875,1.4375,0.00,0.00,0.00,0.00,0.00,12.1,3.45,0.00,0.00,98.9,37.8,101,1130,972,252,162,0.00,211,563,14600,1180,131,842,226000,336,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
87,W,W27X307,W27X307,,,,,IPR27X14X307,"(,,Vllcro,,,)",87,T,3.46,0.00,20.6,0.00,0.00,0.00,0.00,0.00,29.6,0,0,14.4,0,0,1.16,2.09,0,0,0.00,2.88,3,1.4375,0.00,0.00,0.00,0.00,0.00,12.0,3.41,0.00,0.00,90.4,34.3,99.0,1030,887,227,146,0.00,190,508,13100,1050,101,745,199000,307,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
88,W,W27X281,W27X281,,,,,,"(,,Vllcro,,,)",88,T,3.72,0.00,22.5,0.00,0.00,0.00,0.00,0.00,29.3,0,0,14.4,0,0,1.06,1.93,0,0,0.00,2.72,2.8125,1.375,0.00,0.00,0.00,0.00,0.00,12.0,3.39,0.00,0.00,82.9,31.1,98.5,936,814,206,133,0.00,176,466,11900,953,79.5,685,178000,281,,,Vllcro,,,,"(,","(,,","(,,Vllcro,","(,,Vllcro,,","(,,Vllcro,,,","(,,Vllcro,,,)"
